Title,Link,Date,Outlet,Country,Summary,Disproof,Article Title,Article Source,Article Media,Reported In,Publication Date,Audience,Article Country,Keywords
COVID-19 is a biological weapon to make the planet's population infertile,https://euvsdisinfo.eu/report/covid-19-is-a-biological-weapon-to-make-the-planets-population-infertile/,16.03.2020,News-Front - YouTube,"China, US","Coronavirus, COVID-19, is designed as a biological weapon. This is not just some kind of infection where you are cured and everything is fine. According to the results of analyses from China, at least 90% of men who have recovered, who had a mild form of the disease, became infertile. Essentially, this is sterilisation. If it doesn’t work out with LGBT, if it doesn’t work out with all kinds of child-free [ideologies], the planet will be sterilised with a virus.","Conspiracy theory with no evidence given. One of many recurring Kremlin disinformation narratives claiming that the outbreak of COVID-19 coronavirus is man-made.
COVID-19 is not a biological weapon. It comes from a family of viruses originating in animals that include other viruses such as SARS and MERS. It was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading across the world, with cases being reported in 150 countries, territories and areas by 16th of March 2020.
While many baseless conspiracy theories have emerged all around the world amidst the COVID-19 outbreak, there is no evidence confirming the claim that COVID-19 affects fertility in people. An article recently published on the Hubei government's website and deleted a few hours later suggests that there is a ""theoretical"" risk to men's reproductive health. Dire consequences are rare unless people have chronic cardiovascular or respiratory illnesses.
Many other claims have been pushed by pro-Kremlin media since the outbreak started in January, for example, that governments overestimate the threat, that it was born in a laboratory to infect Chinese, that it is an element of hybrid warfare and that the remedy has been developed in Ukraine.",Disinfo: COVID-19 is a biological weapon to make the planet’s population infertile,https://youtube.com/watch?v=wX4BkJzAoGk&t=145,News-Front - YouTube [from 02:25 to 03:06],Issue188,16/03/2020,Russian,"China, US","coronavirus, Conspiracy theory, health, Conspiracy"
The COVID-19 outbreak stinks of a secret germ warfare 007 super-virus,https://euvsdisinfo.eu/report/the-covid-19-outbreak-stinks-of-a-secret-germ-warfare-007-super-virus/,16.03.2020,Journal of New Eastern Outlook,US,"The whole mess stinks of a genetically engineered, secret germ warfare 007 placed super-virus designed to let those with money take over what’s left of the world. Maybe the reshaping of the world is the crescendo of Donald Trump’s purpose in the first place?","An unfounded conspiracy theory, sharing a recurrent pro-Kremlin narrative about ""secret elites"" controlling world leaders.
See more pro-Kremlin disinformation cases about the coronavirus outbreak.",Disinfo: The COVID-19 outbreak stinks of a secret germ warfare 007 super-virus,https://journal-neo.org/2020/03/16/is-covid-19-devouring-what-s-left-of-the-trump-presidency/,Journal of New Eastern Outlook,Issue188,16/03/2020,English,US,"coronavirus, Conspiracy theory"
"coronavirus was created in the USA, at Fort Detrick",https://euvsdisinfo.eu/report/coronavirus-was-created-in-usa-the-expert-names-the-location-of-the-laboratory/,16.03.2020,Tsargrad TV,"China, US",The only possible origin of the coronavirus is the United States because only this country has all the branches of the evolutionary tree of coronaviruses. The original source of the COVID-19 virus was the US military laboratory at Fort Detrick.,"This is a conspiracy theory, presented with no evidence to support the claim that the coronavirus was created in the USA. This is part of the Kremlin's ongoing coronavirus disinformation campaign. Read a similar case claiming that the US is behind the coronavirus.
Experts at the World Health Organisation have concluded the disease first appeared in the Chinese province of Hubei.
As of 23 March, the virus has infected 332,935 people and killed 14,510 around the world.","Disinfo: Coronavirus was created in the USA, at Fort Detrick",https://tsargrad.tv/news/koronavirus-sozdali-v-ssha-jekspert-romanoff-nazval-mesto-laboratorii_243097,Tsargrad TV,Issue189,16/03/2020,Russian,"China, US",coronavirus
coronavirus is definitely an act of American warfare,https://euvsdisinfo.eu/report/coronavirus-definitely-an-american-warfare/,16.03.2020,RT TV Arabic,"China, US","Some studies and points of view suggest that the United States is behind the Covid-19.
For example, in October 2019, the Military World Games took place in Wuhan, and about 200 American soldiers participated in it, a month later, this virus appeared.
The New York Times and other American newspapers stated that the American government closed a chemical research laboratory for biological warfare, without mentioning the reasons, and there might be some leakage.
The international Nature magazine, published in 2015 an important article in which it said that scientists, specifically in the United States, are studying a modification of the coronavirus which will be transmitted to humans without going through the incubation period in bat’s body.","Conspiracy theory about the 2019-nCoV coronavirus. There is no evidence that suggests that the coronavirus (2019-nCoV) is used as a weapon against other states. 
It was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading with new cases being reported in the Asia-Pacific region as well as Europe, North America and the Middle East, causing 697,244 confirmed cases and 33,257 deaths up until 31 March 2020 in 203 countries, areas or territories.
Furthermore, a group of 27 prominent public health scientists, from nine countries, wrote a statement published online by The Lancet, that ""strongly condemn conspiracy theories suggesting that COVID-19 does not have a natural origin"", and they “overwhelmingly conclude that this coronavirus originated in wildlife,” just like many other viruses that have recently emerged in humans.
Moreover, Nature magazine, in the latest study concur “two scenarios that can plausibly explain the origin of SARS-CoV-2: (i) natural selection in an animal host before zoonotic transfer; and (ii) natural selection in humans following zoonotic transfer.” Talking about the study which was published in 2015, it clearly underscores the threat of cross-species transmission events leading to outbreaks in humans “which is currently circulating in Chinese horseshoe bat populations”.
Military World Games
As for the Military World Games, apart from the American soldiers, there were, in fact, 17 teams with over 280 athletes and staff from different countries and nations participating in the Military World Games that was held from October 18–27, 2019 in the capital of Hubei Province in Wuhan. The first case of Coronavirus was caught on (November 17th) that is 31 days after the closing ceremony of the Military World Games, and so far there is no evidence to prove any connection between the two events.
Suspension of an American Lab
In August 2019, a US Army laboratory at Fort Detrick, in the state of Maryland, that studies deadly infectious material and how to reach for cures for diseases such as Ebola and smallpox was shut down for a period of time after a Centers for Disease Control and Prevention (CDC) inspection that occurred in June, and was partially reopened in December, and is now helping in the fight against Covid-19.  
The suspension was due to multiple causes, including failure to follow local procedures and a lack of periodic recertification training for workers in the biocontainment laboratories. The wastewater decontamination system of the lab also failed to meet standards set by the Federal Select Agent Program.",Disinfo: Coronavirus is definitely an act of American warfare,,,Issue 190,16/03/2020,Arabic,"China, US","coronavirus, Conspiracy theory, Virus / bacteria threat, Biological weapons"
coronavirus is an American instrument of biological war,https://euvsdisinfo.eu/report/coronavirus-is-an-american-virus-that-got-out-of-hands/,16.03.2020,RT web Arabic,"China, US","Coronavirus is an [instrument] of American biological war that was launched to fight China, but it got out of control.","Conspiracy theory about the 2019-nCoV coronavirus, there is no evidence that suggests that the coronavirus (2019-nCoV) is used as a weapon against other states. 
It comes from a family of viruses that include other viruses such as SARS and MERS. It was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading with new cases being reported in the Asia-Pacific region as well as Europe, North America and the Middle East, causing 693,224 confirmed cases and 33,106 deaths as of 30 March 2020.
Furthermore, a group of 27 prominent public health scientists, from nine countries, wrote a statement published online by The Lancet, that ""strongly condemn conspiracy theories suggesting that COVID-19 does not have a natural origin"", and they “overwhelmingly conclude that this coronavirus originated in wildlife,” just like many other viruses that have recently emerged in humans.
Moreover, Nature magazine, in the latest study concur “two scenarios that can plausibly explain the origin of SARS-CoV-2: (i) natural selection in an animal host before zoonotic transfer; and (ii) natural selection in humans following zoonotic transfer”.",Disinfo: Coronavirus is an American instrument of biological war,,,Issue 190,16/03/2020,Arabic,"China, US","coronavirus, Conspiracy theory, Virus / bacteria threat, Biological weapons, Conspiracy"
Soviet Russia fought much worse epidemics than coronavirus,https://euvsdisinfo.eu/report/soviet-russia-fought-a-much-worse-virus-than-coronavirus/,16.03.2020,"RT web Arabic, moragboonpress, yemenvibe, amnewskw, sahafahnet, nabd, ibb-press, yemen-now, kol-masr, akhbarlibya, bbcnews1, headtopics",Russia,"In 1960, the authorities of the Soviet Union were able to prevent the spread of the smallpox epidemic (which was feared that it was an epidemic with no cure), through swift measures that contained the epidemic and spared the country a humanitarian catastrophe.
Will countries today be able to tackle Coronavirus, as the Soviet Union did 60 years ago?","A recurrent narrative to depict Russia as better suited for combatting the COVID-19 outbreak.
The 2019-nCoV coronavirus is a newly detected virus that is still being closely studied in order to know its nature and later hopefully find a vaccine and cure for it. To speed things up, scientists are even turning to untested classes of vaccines, in which scientists think that Human trials could begin as early in April, with 35 companies and academic institutions around the world joining the efforts.
The smallpox vaccine, on the other hand, was successfully developed and introduced in 1796. It is even known that smallpox ravaged several countries, including Russia, during the early part of the 20th century and was even worse during the misery that accompanied and followed the First World War.
With the establishment of the USSR in 1917, the new government took steps to control smallpox, and vaccination was made mandatory in a decree signed by V.I. Lenin in April 1919, and in 1924, the Soviet vaccination law was modified to require vaccination in infancy and the revaccination of teenagers (Kravchenko, 1970).
Nevertheless, smallpox continued with severe epidemics in Russia in 1931-1933 and during the outbreaks reported in 1950-1952, 1955, 1956 and 1958 up until 1960.",Disinfo: Soviet Russia fought much worse epidemics than coronavirus,,,Issue 190,16/03/2020,Arabic,Russia,"coronavirus, vaccination, Virus / bacteria threat"
Response measures to coronavirus demonstrate the decline of the US and the EU,https://euvsdisinfo.eu/report/response-measures-to-coronavirus-spread-demonstrate-the-decline-of-the-us-and-the-eu/,16.03.2020,rubaltic.ru,"Italy, China, Latvia, Russia, Baltic states, Estonia, Lithuania, US","Response measures to the spread of COVID-19 demonstrate that NATO countries will lose in the global competition and in case of serious external threat, NATO countries will quarrel. Three conclusions can be drawn from the spread of coronavirus. First, the US will betray Europe at the earliest opportunity, they will not defend the Baltic states in case of military aggression. Second, the EU will collapse. Deep divisions among EU countries will become even deeper after the coronavirus. The EU’s migration crisis pushed the UK towards Brexit, similarly the absence of solidarity in combating coronavirus may provoke Italy’s exit from the EU. Third, Russia and China turn out to be more successful than the US and the EU. The latter’s status of promised land is turning into an exclusion zone. Russia and many non-Western countries proved to be more effective in addressing new threats. This means that the West’s global role will decrease even faster than before.","Attempt to discredit the NATO, US, and the EU. It is consistent with recurring pro-Kremlin narratives about the imminent collapse of the EU and other Western states and organisations and the US as an unreliable ally which does not care about the Baltic states. Read our past analysis 5 Common Pro-Kremlin Disinformation Narratives to learn more about this and the other most frequent propagandistic narratives.
See earlier disinformation cases alleging that the U.S. will easily betray the Baltic states and hand them over to Russia, that Italy, Spain, Portugal, and possibly even France are in line to exit the EU, that a number of EU countries teeter on the brink of default, and that the EU is rotten and countries are leaving it.",Disinfo: Response measures to coronavirus demonstrate the decline of the US and the EU,https://www.rubaltic.ru/article/politika-i-obshchestvo/16032020-3-gorkikh-dlya-zapada-vyvoda-po-borbe-s-koronavirusom/,rubaltic.ru,Issue189,16/03/2020,Russian,"Italy, China, Latvia, Russia, Baltic states, Estonia, Lithuania, US","coronavirus, Conspiracy theory, Brexit"
coronavirus is a biological weapon created artificially,https://euvsdisinfo.eu/report/coronavirus-is-a-biological-weapon-created-artificially/,16.03.2020,"progressnews.ge, cont.ws","China, US","Coronavirus was created artificially and is a biological weapon. Researchers from India’s Jawaharlal Nehru University released a study, according to which COVID-19 contained HIV “insertions” and showed signs of being created in a lab. Since it is a new virus, Indian scientists concluded that the United States created COVID-19 to strike an economic blow against China.","Conspiracy theory about the 2019-nCoV also known as coronavirus, based on recurring pro-Kremlin disinformation narratives about biological weapons.
There is no evidence that the novel coronavirus was bioengineered and genetic observations indicate that it came from an animal. Since the paper lacked substantiation, the authors soon voluntarily withdrew it.
Factcheck.org has verified the information about the study. The paper by Indian scientists, which was posted on the website bioRxiv on January 31, claimed to have identified very short “insertions” in the virus’ protein sequence that had an “uncanny similarity” to HIV. Numerous scientists, however, almost immediately pointed out to the flaws in the analysis, noting that the sequences are so short, they match a bevy of other organisms and there is no reason to conclude they derive from HIV.
Foreign Affairs also writes about groundless conspiracy theories and false findings that were not confirmed by the study conducted in India.",Disinfo: Coronavirus is a biological weapon created artificially,https://progressnews.ge/koronavirusi-khelovnurad-sheiqmna-da-biologiur-iaraghs-tsarmoadgens-indoeli-metsnierebi/,progressnews.ge,Issue189,16/03/2020,"Georgian, Russian","China, US","coronavirus, Conspiracy theory"
Strange coincidence that areas around the 40˚parallell are mostly affected by coronavirus,https://euvsdisinfo.eu/report/strange-coincidence-that-40-areas-are-mostly-affected-by-coronavirus/,15.03.2020,"RT web Arabic, alkhabrpress, elgornal, kol-masr, hamsaat, sahafahn, rtarab, albidda","South Korea, Italy, China, Japan, US, France","It is a strange coincidence that the areas most affected by the Coronavirus are at a latitude of 40°: Wuhan, France, Italy, Iran, South Korea, Japan, Seattle, Washington and New York.","This is another conspiracy theory about the 2019-nCoV coronavirus, based on recurring pro-Kremlin disinformation narratives about biological weapons and the Lugar Lab in Georgia.
The coronavirus (2019-nCoV) comes from a family of viruses originating in animals that include other viruses such as SARS and MERS. A group of 27 prominent public health scientists, from nine countries, wrote a statement published online by the Lancet, that ""strongly condemn conspiracy theories suggesting that COVID-19 does not have a natural origin"", and they “overwhelmingly conclude that this coronavirus originated in wildlife,” just like many other viruses that have recently emerged in humans.
There are many more countries through which the 40-degree North passes and are not in the top 10 most affected list, as debunked by ""Factly"". To put it in a perspective, Wuhan is 30N, and each degree is 110 km. Moreover, the Russia website ""kp.ru"" points out that this image might have originated from a Chinese entertainment website that ""recalls mysterious areas at latitude 30°, but for some reason 40° was put on the map"". Some of the areas that are pinpointed in the viral image are the Bermuda triangle, its Japanese counterpart, the Devil's Sea, a magical American forest where presumably gravity is absent from and the mighty Yangtze River that mysteriously dries up"".",Disinfo: Strange coincidence that areas around the 40˚parallell are mostly affected by Coronavirus,,,Issue 190,15/03/2020,Arabic,"South Korea, Italy, China, Japan, US, France","coronavirus, Conspiracy theory, Virus / bacteria threat, Biological weapons"
There are reasons to suspect that coronavirus is a US biological weapon,https://euvsdisinfo.eu/report/there-are-enough-reasons-for-suspicions-that-the-coronavirus-is-a-us-biological-weapon/,15.03.2020,izborsk.md,"China, US",There are more than enough reasons for suspicions that the coronavirus is a US biological weapon. The time and place are too well-chosen to be a coincidence.,"Conspiracy theory about the 2019-nCoV coronavirus, based on recurring pro-Kremlin disinformation narratives about biological weapons.
The virus ""2019-nCoV” comes from a family of viruses that include the common cold and viruses such as SARS and MERS. There is no evidence to suggest it was developed artificially as a weapon of mass destruction.
There are numerous similar disinformation cases about coronavirus claiming that this virus is a US provocation against China, Coronavirus is a tool to weaken the Chinese economy, Coronavirus is an attempt by the Anglo-Saxons to control China.",Disinfo: There are reasons to suspect that coronavirus is a US biological weapon,http://izborsk.md/ivan-nikulin-prichin-dlja-podozrenij-chto-koronavirus-jeto-biooruzhie-ssha-bolee-chem-dostatochno/,izborsk.md,Issue188,15/03/2020,Russian,"China, US","coronavirus, Biological weapons"
The US power elite is using the coronavirus as a biological weapon in order to reduce the world’s population,https://euvsdisinfo.eu/report/the-us-power-elite-is-using-the-coronavirus-as-a-biological-weapon-in-order-to-reduce-the-worlds-population/,15.03.2020,Geopolitica.ru,US,"The coronavirus is a US biological weapon. Both the beneficiaries of biological weapons (financial speculators) and the managers of such weapons are in the US. The US elite possesses a complete arsenal of biological weapons. The use of these weapons is an aspect of US hybrid warfare against economic sectors that the Americans do not control.
The US elite itself is safe from this virus. At the same time, it is armed not only with information technology, but also with biological weapons and with an enormous arsenal to manipulate International financial markets. Primitive Malthusian ideas prevail among the US élite: the idea that the planet cannot survive with such a high population is constantly repeated. People of the “yellow race” are victims of the virus (China, Japan, Korea). In Europe, the victims are mostly the elderly, that is, people with reduced immunity, who are traditionally viewed as “dead weight” by the US elites’ money-dominated ideology.","Conspiracy theory. No evidence is presented to support the article’s claims.
Recurrent pro-Kremlin disinformation narrative about the 2019-nCoV  2019-nCoV coronavirus, that claims the virus was created by the US as a biological weapon, as well as recurring pro-Kremlin disinformation narrative about the secret elites, “globalist elites” and “shadow governments” that manipulate global politics, economics and finance, robbing nations of their sovereignty and identity, crushing economies and threatening traditional values.
The current coronavirus (2019-nCoV) comes from a family of viruses that include other viruses such as SARS and MERS. It was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading with new cases being reported in the Asian-Pacific region a well as Europe, North America and the Middle East.
The World Health Organisation is working with Chinese authorities and global experts to learn more about the virus. There is no evidence to suggest it was developed or disseminated artificially.
Read similar disinformation cases claiming that the US is behind the spread of Coronavirus, that the US military might have released the coronavirus to challenge China and that coronavirus is a new US biological weapon against China.",Disinfo: The US power elite is using the coronavirus as a biological weapon in order to reduce the world’s population,,,Issue 190,15/03/2020,Italian,US,"coronavirus, Conspiracy theory, Secret elites / global elites"
coronavirus could have originated from Latvia,https://euvsdisinfo.eu/report/coronavirus-could-have-originated-from-latvia/,15.03.2020,Sputnik Latvia - Russian,Latvia,"Latvia, which has enough talented biologists and pharmacists, could have created the coronavirus. Covid-19 can be used as a pretext to limit people’s freedom, so they couldn’t organize protests, and as an opportunity to justify an economic recession.","No evidence given. This is another unfounded pro-Kremlin conspiracy theory about the coronavirus.
COVID-19 is not a biological weapon and there is no proof that it would have been artificially created. This coronavirus comes from a family of viruses, originating in animals, that include other viruses such as SARS and MERS. It was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading across the world, with cases being reported in 150 countries, territories and areas by 16th of March 2020.
See related pro-Kremlin disinformation cases about the coronavirus outbreak, alleging that governments overestimate the threat, that it was born in a laboratory to infect Chinese, that it is an element of hybrid warfare and that the remedy has been developed in Ukraine.",Disinfo: Coronavirus could have originated from Latvia,https://lv.sputniknews.ru/Latvia/20200315/13379140/Koronavirus-izobreli-v-Latvii-A-pochemu-by-i-net.html,Sputnik Latvia - Russian,Issue188,15/03/2020,Russian,Latvia,"coronavirus, Conspiracy theory"
coronavirus: US biological warfare against Iran and China,https://euvsdisinfo.eu/report/two-different-american-coronavirus-are-spreading/,15.03.2020,"Sputnik Arabic, shaamtimes, arabics.ir, alaraby-media","India, Iran, China, US","There are many indications that US, after targeting China, now is carrying out biological warfare against Iran.  The most important of these indications is that the type of Coronavirus circulating in Iran is different from the Chinese one.
The Coronavirus that appeared in China only infected Chinese genes and, while Iran’s coronavirus worked on the Iranian genes.  For example, the Indian genes were not affected by the coronavirus found in China and Iran. Those who caught the virus in European countries have genes similar to the Iranians and the Chinese.
The cause of the virus is the presence of an American military delegation involved in the military games, which were held in Wuhan.","Conspiracy theory about the 2019-nCoV coronavirus.
The claim about the presence of two separate types of Covid-19 comes from an Iranian narrative which was broadcast prior to the 9th of March, most notably by Iranian Health Minister Saeed Namaki who said that ""there is a variation between the Coronavirus spreading in Iran and the one spreading in Wuhan, China"".
This narrative was refuted on the 9th of March by the Ministry of Health's spokesman, Kianosh Jahanpur, who justified that the Minister was ""misquoted by a member of Parliament and that this is not true and it is false and baseless"".
In addition, the virus was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading across the world with thousands new cases reported globally.
Furthermore, a group of 27 prominent public health scientists, ""strongly condemned conspiracy theories suggesting that COVID-19 does not have a natural origin"", and “overwhelmingly concluded that this coronavirus originated in wildlife,” just like many other viruses that have recently emerged in humans.",Disinfo: Coronavirus: US biological warfare against Iran and China,https://sptnkne.ws/BFDg,Sputnik Arabic,Issue190,15/03/2020,Arabic,"India, Iran, China, US","coronavirus, Conspiracy theory, Virus / bacteria threat, Biological weapons, Conspiracy"
coronavirus can be cured with saline in 4 days,https://euvsdisinfo.eu/report/coronavirus-can-be-cured-with-saline-in-4-days/,15.03.2020,"Antikor, dialog.ua","Russia, Ukraine","A new method is proposed for the prevention of coronavirus infection; the virus can be killed in 4 days. In the first few days, even before the infection takes root in your respiratory system, you can fight the disease using saline.","There is no evidence to support this statement. At the moment, there is no cure against this strain of coronavirus. 
The World Health Organisation emphasises that ""there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus ... regularly rinsing the nose has not been shown to prevent respiratory infections.""
Read a similar case claiming that Russia has found a way to treat coronavirus.",Disinfo: Coronavirus can be cured with saline in 4 days,https://antikor.com.ua/articles/365314-u_vas_estj_4_dnja_predlohen_novyj_metod_dlja_profilaktiki_zarahenija_koronavirusom,Antikor,Issue189,15/03/2020,Russian,"Russia, Ukraine","coronavirus, WHO"
The Schengen zone has collapsed,https://euvsdisinfo.eu/report/the-schengen-zone-collapsed/,15.03.2020,Rossia 24,"Austria, Hungary, Switzerland, Denmark, Czech Republic, Lithuania, Germany, Poland","On Monday (the 16 March, 2020) the Schengen zone collapsed.  Border control was restored by Germany, Switzerland, Austria, Hungary, the Czech Republic, Denmark, Poland and Lithuania. There is no longer a Schengen zone with free movement between 26 states. And this is only the first step towards the abandoning of globalization in favor of rebuilding the nation-states. This is basically the collapse of the European idea and the transition to a different political culture and values.","Recurring pro-Kremlin disinformation narrative about the imminent collapse of the EU.
The Schengen zone has not collapsed. According to the Schengen border code:
Where there is a serious threat to public policy or internal security, these countries may exceptionally reintroduce border controls at its internal borders for a period of no more than 30 days (possible to prolong under conditions established by the code) or for the foreseeable duration of the serious threat. This action should be seen as a last resort. If such controls are to be reintroduced, the other EU countries that are part of the Schengen area and the European Commission must be notified without delay with a view to possible consultations. The European Parliament and the Council must be informed at the same time.
There is no basis to claim that after the pandemic is contained the borders would not be opened.
See further debunk by the Insider.",Disinfo: The Schengen zone has collapsed,https://youtube.com/watch?v=0kCNQRZ_odo&t=2812,Rossia 24 [from 46:52 to 47:20],Issue189,15/03/2020,Russian,"Austria, Hungary, Switzerland, Denmark, Czech Republic, Lithuania, Germany, Poland","coronavirus, EU"
coronavirus was created in a laboratory,https://euvsdisinfo.eu/report/coronavirus-was-created-in-the-laboratory/,14.03.2020,Sputnik Armenia - Russian,US,"Coronavirus is created in a laboratory. “COVID-19 has been “collected” from the bat coronavirus, snake coronavirus and the glycoprotein component of HIV. Such a combination cannot occur in nature. The United States should allow international observers to enter its laboratories. Оtherwise, they would be the first to be suspected of developing the coronavirus. There are well known laboratory-borne infections like avian flu, coronavirus, Middle Eastern respiratory syndrome.","Recurring conspiracy theories that echo pro-Kremlin disinformation about coronavirus. The narratives also resemble a recurring conspiracy theory about the Lugar Lab in Georgia.
There is no evidence that SARS, MERS, or avian influenzas were created in laboratories.
The current coronavirus (2019-nCoV) comes from a family of viruses that include other viruses such as SARS and MERS. The identity of the animal source of the coronavirus, named nCoV-2019, has been one of the key questions for researchers. Coronaviruses are known to circulate in mammals and birds, and scientists have already suggested that nCoV-2019 originally came from bats. One of the previous coronaviruses that caused severe acute respiratory syndrome, or SARS, spread from bats to civet cats to humans.
A group of 27 prominent public health scientists have condemned rumours and conspiracy theories about the origin of coronavirus outbreak. ""We stand together to strongly condemn conspiracy theories suggesting that COVID-19 does not have a natural origin.The authors of The Lancet statement note that scientists from several countries who have studied SARS-CoV-2 “overwhelmingly conclude that this coronavirus originated in wildlife, just like many other viruses that have recently emerged in humans. Conspiracy theories do nothing but create fear, rumours and prejudice that jeopardise our global collaboration in the fight against this virus, the statement says.",Disinfo: Coronavirus was created in a laboratory,https://armeniasputnik.am/world/20200314/22389220/koronavirusy-stextsvel-e-laboratoriayum-razmakan-pordzaget.html,Sputnik Armenia - Russian,Issue188,14/03/2020,Russian,US,"coronavirus, Lugar Laboratory, laboratory, Biological weapons"
coronavirus COVID-19 reached NATO and disrupts its anti-Russian plans,https://euvsdisinfo.eu/report/coronavirus-covid-19-reached-nato-and-disrupts-its-anti-russian-plans/,14.03.2020,Sputnik Armenia - Russian,"Norway, Russia","Coronavirus COVID-19 continues to spread throughout the world. Hundreds of forums and international events are being cancelled due to the pandemic. The time has come for NATO military exercises. COVID-19 reaches NATO and disrupts its plans. The large anti-Russian exercise Cold Response is cancelled. So, it is possible that the same decision will be made for the Defender 2020.","Recurring pro-Kremlin disinformation narrative claiming that NATO is encircling Russia and that US-led military exercises, Cold Response and Defender-Europe 2020, are directed against Russia. Find similar cases here.
Cold Response 2020 is a Norwegian-led military exercise in northern Norway and not directed against Russia. Norway is a leading nation in NATO when it comes to cold weather operations, and has extensive experience in this field. This makes Norway a natural and experienced host for winter exercises such as Cold Response. The main aim of the exercise is to secure the Norwegian Armed Forces and allies' ability to conduct multinational joint exercises with a high-intensity combat scenario in demanding winter conditions. The exercise is now being terminated, due to the ongoing coronavirus situation in Norway. 
Defender Europe 2020 is not aimed against Russia and is defensive in nature. NATO’s secretary-general Jens Stoltenberg affirmed that it is not directed against any particular country. Its purpose is to practice the rapid deployment of large-scale forces across the Atlantic into Europe, demonstrating the US military’s ability to quickly send a massive contingent to support NATO and respond to any crisis. In response to the current outbreak of the COVID-19 virus and recent guidance by the United States Secretary of Defence, the exercise has been modified in size and scope.
You can see other examples of disinformation about NATO in our database, such as its never-ending provocations, its attempts to block Moscow in its sphere of influence, the Alliance's permanent targeting of Russia and Belarus, its role as a US subjugation tool for other countries and its unreliability to defend its members or its plans to continue attacking other countries, and that Defender 2020 is for testing options for invading the Kaliningrad region.",Disinfo: Coronavirus COVID-19 reached NATO and disrupts its anti-Russian plans,https://ru.armeniasputnik.am/video/20200314/22386673/Koronavirus-COVID-19-dobralsya-do-NATO-kak-otmenyayutsya-krupnye-antirossiyskie-ucheniya.html,Sputnik Armenia - Russian,Issue189,14/03/2020,Russian,"Norway, Russia","Defender Europe 2020, Encircling Russia, Anti-Russian, Military exercise, NATO"
The Italian government might fuel the hysteria to gain benefits from EU funding,https://euvsdisinfo.eu/report/the-italian-government-might-fuel-the-hysteria-to-gain-benefits-from-eu-funding/,14.03.2020,southfront.org,Italy,"These numbers [of COVID-19 cases in Italy] cause reasonable questions because there are not so much explanations of the observed crisis in Europe. So, the entire Italian government is disfunctional and demonstrates a criminal negligence, or the available statistics exaggerates the scale of crisis. If one supposes that the Italian government is interested in fueling the hysteria and crisis to achieve some own goals (to support the global campaign in the field or gain tactical economic benefits as additional funding from the EU), it may look that authorities count any virus infection death or even deaths caused some other reasons as coronavirus-caused deaths.","Claiming that something or someone is or has failed is a common disinformation tactic in the pro-Kremlin media. Examples of such claimed failures include Hitler was a failed American experiment; Ukraine has failed as a political nation; the EU has failed; Robert Mueller failed.
As for the criminal negligence of the Italian government, there is no proof. The same goes for the ""fueling the hysteria and crisis to achieve some own goals"".
Read here on Italy's response to the COVID-19 outbreak.",Disinfo: The Italian government might fuel the hysteria to gain benefits from EU funding,https://southfront.org/coronavirus-hysteria-hits-russia-as-europe-becomes-center-of-outbreak/,southfront.org,Issue188,14/03/2020,English,Italy,"coronavirus, Conspiracy theory"
coronavirus: Western leaders sold their people for profit,https://euvsdisinfo.eu/report/coronavirus-western-leaders-sold-their-people-for-profit/,14.03.2020,Tsargrad TV,US,"Western powers are creating panic around the coronavirus. There can be only 3 true causes of the “pandemic” of the coronavirus, which, is probably created by the US:

the global economy needs to be cleaned of the “bad blood”, so this will help to avoid a future crisis;
on the contrary, try to lead the crisis in order to cash in on it and weaken its competitors;
to use psychosis and oil market problems in order to mask the bankruptcy of one’s own policy.

The West is creating a “smoke screen” for the unprecedented pumping of money under the pretext of a force majeure to save the Western economy.","An unfounded pro-Kremlin conspiracy theory about the coronavirus, blaming the West and accusing the US of creating it.
COVID-19 is not a biological weapon and there is no proof that it would have been artificially created. This coronavirus comes from a family of viruses originating in animals that include other viruses such as SARS and MERS. It was first reported in the Chinese city of Wuhan in central China and has been rapidly spreading across the world, with cases being reported in 150 countries, territories and areas by 16th of March 2020.
Many other claims have been pushed by pro-Kremlin media since the outbreak started in January, for example, that governments overestimate the threat, that it was born in a laboratory to infect Chinese, that it is an element of hybrid warfare and that the remedy has been developed in Ukraine.",Disinfo: Coronavirus: Western leaders sold their people for profit,https://tsargrad.tv/articles/my-vse-skoro-umrem-zapadnye-lidery-prodali-svoj-narod-koronavirusu-radi-vygody_242893,Tsargrad TV,Issue188,14/03/2020,Russian,US,"coronavirus, Conspiracy theory, The West"
